time_s,sig_1,sig_2,sig_3,sig_4,sig_5
0.0,0.5,0.0,3.0,0.0,1.0
0.05,0.5,0.0,3.0,0.0,1.0
0.1,0.5,0.0,3.0,0.0,1.0
0.15,0.5,0.0934420345771729,3.0,0.0,0.9617104791190912
0.2,0.5,0.250358296241182,3.014238809422735,0.0,1.0409736081365466
0.25,0.3810305376900296,-0.0147045610687858,2.9956707050165687,0.0,1.1160516864598171
0.3,0.4897776913292146,0.3237757421967196,2.914287691035413,0.0177010944561437,1.021881805326054
0.35,0.447460024432591,0.1366717723949515,2.8262831933464714,-0.0677332015234733,1.111000867229853
0.4,0.4652923650132508,0.1459198002856996,2.781821558865879,-0.0257665823669828,1.1465503397796435
0.45,0.3827087981421596,0.1679284934118988,2.9980734106472973,-0.0014845726279,1.1752187567928911
0.5,0.5196399386863029,0.1690359700082459,2.919106341959692,0.0071396280211693,1.1440919808519303
0.55,0.5355790975954938,0.2354629155630577,3.0634809241959973,-0.0024978022475303,1.1915501451465398
0.6,0.4791464237785776,0.3062728119035124,2.694130147256982,-0.0842034460607244,1.203656928334489
0.65,0.5818038505985929,0.1848760806577553,3.036175867934647,0.0274110040206924,1.1957622703942157
0.7,0.5429144829121725,0.2312573347449026,2.9305433667256704,-0.0302562962099548,1.1885181466984132
0.75,0.4505234188241929,0.1022115153780196,2.8829360033118125,-0.0524194766838631,1.248305033215741
0.8,0.5499258186118304,0.2431943763091783,2.919453173581079,0.0346050502936257,1.1262846821536028
0.85,0.4313724110699283,0.2087765982915131,2.985515660591892,-0.060981992475654,1.1045239080657077
0.9,0.5902029938182253,0.0692436911198829,2.941507860796663,-0.0618921989115617,1.1557320174637808
0.95,0.5073325135583227,-0.0016855245893555,2.727440682698513,-0.0063002331491896,1.0833000660160967
1.0,0.4886228750187829,0.1032051654969868,2.780262702835508,-0.0557075651763418,1.1765966337054394
1.05,0.4500007336627452,0.2187286668213494,2.92359834757091,0.059584326210223,1.219559860100892
1.1,0.6057159511527889,0.3006687698448998,2.8730848816414856,-0.0351903454856385,0.9919607273139996
1.15,0.5116491076749592,0.0245105885082128,2.697621929023611,-0.0421556886337712,1.1839958701550684
1.2,0.4725231628373251,0.2831429188807385,2.9909488821186136,0.0033641071040519,1.1978414611220618
1.25,0.473044986856892,0.2860783189029447,2.889646709874156,-0.1016050471882427,1.24622011357041
1.3,0.5508844656487029,0.3580455506357111,2.9437302845734243,-0.0257020249997093,1.156391664707335
1.35,0.5539146291202055,0.3420838986390362,3.146988370409087,0.012035915834835,1.198834514099414
1.4,0.5491693690155648,0.2564419785019705,3.0504191815384107,-0.0735406156850461,1.310223775944884
1.45,0.5577239328760398,0.3896966449342927,2.934230473242601,-0.0377694957501959,1.1706339713031402
1.5,0.7294433737841894,-0.0292889416693955,2.7019578592471403,-0.0567873284586255,1.117872736329243
1.55,0.543487081004064,0.0588782147633008,2.746593375835348,-0.0825112450126952,1.1795999767930854
1.6,0.5322425513772285,0.0143787429501733,2.6304515351259528,-0.0228968904352266,1.1366078649625904
1.65,0.5005173485375422,-0.0723420094837624,2.4961053108235016,0.040869623588743,0.9267395910603456
1.7,0.6219973908831328,-0.1944599319732147,2.6614590622867333,-0.0536989836531021,0.9833589454124212
1.75,0.6806154387506885,-0.1496004336607621,2.2537166101516166,0.0377833984077052,1.0279166801141004
1.8,0.558887839525877,-0.1972547624836385,2.521892143315516,-0.016974976743628,0.9391228929885096
1.85,0.4951898772042844,-0.1976941732254677,2.522337959646036,0.0207104525443279,0.8344308636715044
1.9,0.4895350265478422,-0.1290194392740539,2.577117745625245,-0.0725245930795024,0.8844615272445422
1.95,0.6218774303269912,-0.3181826220031622,2.612253715561337,0.0480180945618158,0.8486470443666796
2.0,0.6306230406772605,-0.2538429452619835,2.6572126181691567,-0.0559179217412102,0.8741179982734597
2.05,0.6037703126984857,-0.2247477287246855,2.737301555443846,-0.0348637206280153,0.8041216034065252
2.1,0.5016035549481934,-0.4776708094794647,2.527367235057877,-0.0472081460398504,0.865853538633836
2.15,0.5843810758476582,-0.3003162092110489,2.561370906177822,-0.121688818861457,0.8390468725975503
2.2,0.5908391329809257,-0.2737557180476191,3.179217997796536,-0.0170414790473371,0.9167926376751868
2.25,0.5946349762007288,-0.2208998359375373,2.93770008980816,-0.0937085637276375,0.9056382392029818
2.3,0.6479198853888524,-0.4090133537661791,3.005243452430128,0.0333939052995971,0.7986582208350578
2.35,0.5970227163838986,-0.2938795584673283,2.64828905528368,-0.0272708555205457,0.9624835882784548
2.4,0.6557197234598691,-0.12201549838999,3.156265515486949,-0.0590125457410827,0.8848389181509576
2.45,0.6128945933423678,-0.4701508041508683,2.6045706504540305,-0.0377893607980368,0.8244950832706575
2.5,0.6370448812249981,-0.2702597901303444,2.556514356897711,-0.1159276699944363,0.7534928441634158
2.55,0.6759603568251085,-0.4564667868913717,2.9099234367614404,-0.0885788066252423,0.865280296355648
2.6,0.4904194048138257,-0.4174659019896258,3.1013238457789973,-0.000536713346768,0.8619565308265127
2.65,0.5744963706811477,-0.4502421368669325,2.594087607686253,-0.0326726380075793,0.867234253549854
2.7,0.5460108559414177,-0.3534500774451152,2.597550515037282,-0.0247900137673689,0.933346007614472
2.75,0.5183877818817589,-0.4074170143627356,2.7185779669465786,-0.0228512576508323,0.9230402289215096
2.8,0.5300727896785894,-0.5297781006017387,2.3256827523688264,-0.1210865810561026,0.9162521548922812
2.85,0.6655858703800525,-0.1975209727853606,2.631690148208174,-0.1026996241299414,0.8877373987972663
2.9,0.48191426378176,-0.3200548462116249,2.701276739402516,-0.0285809510445631,0.856479617698509
2.95,0.6324794061379979,-0.19033355333655,2.5010345357824386,-0.0157205379876025,0.7578315466624397
3.0,0.4061707990896744,-0.3543102320473124,2.1662035283349588,-0.087851206449841,0.804378993611965
3.05,0.5083970030799468,-0.312403206557321,2.4054530779957126,-0.0444287248862083,0.9095391380911306
3.1,0.5497990369902349,-0.1327655100440088,2.727301743929296,-0.0293833071474254,0.8084013852466183
3.15,0.567892094118263,-0.336896892073992,2.641573165958651,0.0125790603506101,0.7881584594726077
3.2,0.5949493060795081,-0.2377665600829944,2.5241995464423077,0.0189229050083429,0.8602776341311766
3.25,0.5961064270999473,-0.2232560708799199,2.5922600803362665,-0.0443318258267749,0.9025620210488358
3.3,0.5260527598650742,-0.5429069964476432,2.591449363286241,0.0961327859690617,0.7682287463913786
3.35,0.5186087419990184,-0.3145456748207059,2.772995546631385,0.0268507995974112,0.9368488699540408
3.4,0.633397123138614,-0.3814183194704721,2.7879667056618125,0.0376925790304553,0.8935336951273426
3.45,0.54963414114849,-0.3957835840416352,2.4691209939618157,0.1072328982844287,0.7503501776152104
3.5,0.442340280678642,-0.4231007759126793,2.6348264703557605,-0.0240172447380587,0.8118132488904299
3.55,0.4272195284424711,-0.5284978414918615,2.61223486677107,0.0615243300813137,0.7299823948525002
3.6,0.4285167968586312,-0.512835773781351,2.86057401637452,0.0198451561418066,0.998299494843075
3.65,0.5413827646560797,-0.511475413883328,2.870659601862789,0.0283367398287841,0.8660450045248463
3.7,0.4928146164470089,-0.3929732774508454,2.6252193132875647,0.0096188756390618,0.9418374118996674
3.75,0.5328329436588047,-0.500347884508119,2.856883231060581,0.0417253658131088,1.0688657497642935
3.8,0.4472357947927899,-0.4116086752723356,2.938699563572762,-0.0524183754675509,0.8118161691875856
3.85,0.5041130975783397,-0.3698456924040318,2.8209553442194557,0.0305420076596513,0.8846095144049781
3.9,0.5603605473481615,-0.4568246222861497,2.8351190225260483,-0.0420930530982498,0.8210407120191883
3.95,0.4786512229639038,-0.2514434536646731,3.115258219151089,0.108976256263895,0.8317708690336698
4.0,0.5459542601313243,-0.3739834296775929,2.843228187435291,0.0389901496492852,0.7763477941878549
4.05,0.4463229768634559,-0.3991774112648694,3.128474917707716,-0.058540151864865,0.9101141297640916
4.1,0.4731192061632983,-0.1701683886433239,3.1772017828064585,-0.0890563541804989,0.8659966622458477
4.15,0.4656904018193223,-0.2673357725772999,3.102826260755723,-0.0488186072217931,0.9402939370772596
4.2,0.3742223760972001,-0.5582420821002374,2.9117952864003365,-0.0102967383419894,0.9695258556873062
4.25,0.5087240079538792,-0.6431615291451449,3.162036264422161,-0.0427272725878814,0.9804077065553098
4.3,0.4149770036483435,-0.2435277773363493,3.1306889925257577,-0.0420409698370914,0.9186917703334294
4.35,0.4531917070760292,-0.4256775743783106,2.772136122495364,-0.0086991461670885,0.9495352674450348
4.4,0.4924499852047422,-0.4187960887503988,3.099738182315124,-0.0788535603658402,0.9228289263864176
4.45,0.4943767455718321,-0.61382760541203,2.917399961259801,-0.0319038589809002,0.8729756657441361
4.5,0.5360686094506218,-0.4615362625031602,3.068779522526755,-0.0782768965628173,0.8241256383931046
4.55,0.4715175491714508,-0.5876411475841811,3.211074383561778,-0.0183657842524944,0.8804010285837783
4.6,0.4518908857589111,-0.5441046304160156,2.7392376531526264,-0.0595003970054672,0.8863665750730617
4.65,0.4828351664383459,-0.5762226440845957,2.7930602287900834,-0.0542896604482828,0.928098114678538
4.7,0.3342091911231878,-0.5544796264707198,2.737397767303652,-0.1006966346959928,0.94673838217291
4.75,0.3267104064032897,-0.4828558774078582,2.7025934710397075,0.0112404967221314,0.8130992070314103
4.8,0.2999948045065554,-0.4408901886218212,2.7880153506309897,-0.0170830939652371,0.9650320002056268
4.85,0.2984836510963133,-0.4557141636240361,2.698879923953055,-0.114861071536167,0.740338138028803
4.9,0.3982914368733561,-0.4042712553485063,2.477752082253425,-0.0032460303445582,0.7925303357751308
4.95,0.2642408554928799,-0.6218440111259023,2.4007971243121866,-0.085463094503251,0.8687346726830762
5.0,0.2995508279046467,-0.4605966700723756,2.1857920393216363,-0.0933398597279719,0.6878546273827041
5.05,0.44785235937689,-0.4243797641077719,2.595112241783664,0.0266420486758889,0.7622575019644051
