x,y,z,timestamp
0.5,0.1,1.2000000000000002,2025-12-11T15:31:52.107+00:00
-0.2,0.0,-0.6000000000000001,2025-12-11T15:31:52.882+00:00
0.0,0.0,0.0,2025-12-11T15:31:51.314+00:00
-0.2,-0.2,0.1,2025-12-11T15:31:54.245+00:00
0.0,-0.1,-0.1,2025-12-11T15:31:54.331+00:00
0.6000000000000001,0.2,-0.1,2025-12-11T15:31:51.796+00:00
0.2,0.0,-0.5,2025-12-11T15:31:53.192+00:00
-0.9,0.5,0.5,2025-12-11T15:31:52.302+00:00
0.7000000000000001,0.5,0.2,2025-12-11T15:31:52.39+00:00
0.0,0.30000000000000004,-0.6000000000000001,2025-12-11T15:31:52.005+00:00
0.1,0.1,0.2,2025-12-11T15:31:52.992+00:00
-0.4,-0.4,0.5,2025-12-11T15:31:53.427+00:00
0.0,0.30000000000000004,0.0,2025-12-11T15:31:54.154+00:00
0.1,-0.1,0.0,2025-12-11T15:31:55.006+00:00
0.0,0.0,-0.2,2025-12-11T15:31:55.089+00:00
-0.30000000000000004,0.1,0.0,2025-12-11T15:31:51.507+00:00
-0.4,0.1,-0.1,2025-12-11T15:31:51.603+00:00
-0.1,0.0,0.1,2025-12-11T15:31:51.69+00:00
0.0,-0.8,0.0,2025-12-11T15:31:52.701+00:00
0.2,0.4,0.30000000000000004,2025-12-11T15:31:54.073+00:00
0.30000000000000004,0.1,-0.1,2025-12-11T15:31:54.742+00:00
0.0,0.0,-0.1,2025-12-11T15:31:55.349+00:00
0.30000000000000004,0.6000000000000001,0.4,2025-12-11T15:31:52.201+00:00
-1.6,-2.1,-0.30000000000000004,2025-12-11T15:31:52.602+00:00
0.1,0.5,0.4,2025-12-11T15:31:53.097+00:00
0.4,0.2,0.0,2025-12-11T15:31:53.649+00:00
0.1,0.0,0.0,2025-12-11T15:31:51.406+00:00
0.2,-0.6000000000000001,0.6000000000000001,2025-12-11T15:31:52.477+00:00
0.6000000000000001,0.4,0.4,2025-12-11T15:31:52.79+00:00
0.0,0.0,-0.30000000000000004,2025-12-11T15:31:54.421+00:00
0.0,0.2,0.4,2025-12-11T15:31:54.829+00:00
0.1,0.0,0.1,2025-12-11T15:31:54.923+00:00
-0.2,0.0,0.2,2025-12-11T15:31:55.45+00:00
-0.1,0.1,0.2,2025-12-11T15:31:55.535+00:00
0.2,-0.1,0.1,2025-12-11T15:31:56.698+00:00
-0.30000000000000004,0.1,-0.30000000000000004,2025-12-11T15:31:56.875+00:00
0.0,0.0,-0.1,2025-12-11T15:31:57.291+00:00
0.6000000000000001,0.0,-0.30000000000000004,2025-12-11T15:31:53.901+00:00
0.0,0.0,0.1,2025-12-11T15:31:55.632+00:00
0.0,-0.1,0.0,2025-12-11T15:31:55.8+00:00
0.0,0.2,0.0,2025-12-11T15:31:56.79+00:00
0.4,-0.2,0.4,2025-12-11T15:31:56.954+00:00
0.0,0.0,0.1,2025-12-11T15:31:58.059+00:00
0.1,-0.30000000000000004,-0.5,2025-12-11T15:31:53.987+00:00
-0.2,0.0,0.0,2025-12-11T15:31:57.548+00:00
0.0,0.0,0.1,2025-12-11T15:31:57.716+00:00
0.0,0.0,-0.1,2025-12-11T15:31:57.796+00:00
0.0,0.0,-0.1,2025-12-11T15:31:57.884+00:00
0.0,0.0,0.0,2025-12-11T15:31:57.974+00:00
0.0,0.1,0.0,2025-12-11T15:31:54.509+00:00
-0.4,0.0,0.30000000000000004,2025-12-11T15:31:54.581+00:00
0.0,-0.1,-0.2,2025-12-11T15:31:54.658+00:00
0.0,0.1,-0.1,2025-12-11T15:31:56.512+00:00
0.1,-0.1,0.1,2025-12-11T15:31:56.616+00:00
0.2,0.0,-0.6000000000000001,2025-12-11T15:31:57.036+00:00
-0.1,0.0,-0.4,2025-12-11T15:31:57.114+00:00
0.0,0.1,-0.1,2025-12-11T15:31:57.197+00:00
0.0,0.0,0.1,2025-12-11T15:31:58.168+00:00
0.0,0.0,0.0,2025-12-11T15:31:58.354+00:00
-0.1,-0.1,-0.30000000000000004,2025-12-11T15:31:58.724+00:00
0.1,0.1,0.2,2025-12-11T15:31:58.823+00:00
-0.9,0.2,-0.5,2025-12-11T15:31:53.732+00:00
-0.2,0.0,0.5,2025-12-11T15:31:53.821+00:00
0.1,0.0,-0.1,2025-12-11T15:31:55.714+00:00
-0.1,0.0,0.0,2025-12-11T15:31:57.381+00:00
0.0,0.1,0.1,2025-12-11T15:31:57.459+00:00
0.0,0.0,0.0,2025-12-11T15:31:57.634+00:00
0.1,0.0,0.0,2025-12-11T15:31:58.457+00:00
0.0,0.0,-0.1,2025-12-11T15:31:58.543+00:00
0.0,0.0,0.2,2025-12-11T15:31:58.637+00:00
-0.2,0.0,-0.30000000000000004,2025-12-11T15:31:59.031+00:00
0.1,0.0,0.4,2025-12-11T15:31:59.121+00:00
-0.1,0.0,-0.2,2025-12-11T15:31:59.718+00:00
0.2,0.1,0.4,2025-12-11T15:31:59.803+00:00
0.1,0.0,-0.30000000000000004,2025-12-11T15:32:01.204+00:00
0.1,0.0,0.1,2025-12-11T15:32:04.339+00:00
0.0,0.0,0.1,2025-12-11T15:32:04.516+00:00
0.0,0.0,0.2,2025-12-11T15:32:04.688+00:00
0.0,0.0,-0.1,2025-12-11T15:32:04.856+00:00
-0.1,0.0,-0.30000000000000004,2025-12-11T15:32:05.365+00:00
0.2,0.0,0.30000000000000004,2025-12-11T15:32:05.556+00:00
0.1,0.0,0.1,2025-12-11T15:32:06.183+00:00
0.0,0.0,0.2,2025-12-11T15:32:06.264+00:00
0.0,-0.1,-0.30000000000000004,2025-12-11T15:32:07.352+00:00
0.1,0.0,0.2,2025-12-11T15:32:00.406+00:00
-0.1,-0.1,-0.4,2025-12-11T15:32:00.858+00:00
0.1,0.0,0.1,2025-12-11T15:32:03.73+00:00
0.0,0.0,0.1,2025-12-11T15:32:04.769+00:00
0.0,0.0,0.1,2025-12-11T15:32:04.96+00:00
-0.30000000000000004,0.0,-0.30000000000000004,2025-12-11T15:32:05.732+00:00
-0.1,0.0,-0.1,2025-12-11T15:32:06.674+00:00
-0.1,0.0,-0.1,2025-12-11T15:32:00.484+00:00
0.0,0.0,0.2,2025-12-11T15:32:01.584+00:00
0.0,0.0,0.0,2025-12-11T15:32:01.668+00:00
0.0,-0.1,-0.1,2025-12-11T15:32:01.753+00:00
0.1,0.0,-0.30000000000000004,2025-12-11T15:32:03.5+00:00
-0.1,0.0,0.0,2025-12-11T15:32:03.833+00:00
0.0,0.0,-0.1,2025-12-11T15:32:04.616+00:00
0.0,0.0,0.1,2025-12-11T15:32:07.25+00:00
0.0,0.0,-0.1,2025-12-11T15:32:07.89+00:00
0.1,0.0,-0.1,2025-12-11T15:32:07.975+00:00
-0.2,0.0,-0.30000000000000004,2025-12-11T15:32:08.061+00:00
0.0,0.0,-0.1,2025-12-11T15:32:09.666+00:00
0.1,0.0,0.1,2025-12-11T15:31:59.201+00:00
0.1,0.0,0.1,2025-12-11T15:32:00.678+00:00
0.0,0.0,0.2,2025-12-11T15:32:01.919+00:00
0.0,0.0,-0.1,2025-12-11T15:32:07.611+00:00
0.0,0.0,-0.1,2025-12-11T15:32:09.227+00:00
0.0,0.1,0.1,2025-12-11T15:32:09.94+00:00
0.1,0.1,0.0,2025-12-11T15:32:01.303+00:00
0.0,0.1,0.0,2025-12-11T15:32:01.498+00:00
0.0,0.0,0.0,2025-12-11T15:32:06.102+00:00
-0.1,0.0,0.0,2025-12-11T15:32:06.963+00:00
0.0,0.1,0.2,2025-12-11T15:32:07.171+00:00
0.0,0.1,0.2,2025-12-11T15:32:00.761+00:00
0.0,0.0,-0.1,2025-12-11T15:32:02.595+00:00
0.0,0.0,0.1,2025-12-11T15:32:02.669+00:00
0.0,0.0,0.1,2025-12-11T15:32:04.148+00:00
0.0,0.0,0.2,2025-12-11T15:32:06.02+00:00
0.1,0.0,0.0,2025-12-11T15:32:06.763+00:00
0.1,0.0,0.0,2025-12-11T15:32:06.857+00:00
-0.1,0.0,-0.1,2025-12-11T15:32:07.7+00:00
0.0,0.0,-0.30000000000000004,2025-12-11T15:31:59.276+00:00
-0.1,0.0,0.0,2025-12-11T15:31:59.361+00:00
0.0,0.0,0.0,2025-12-11T15:32:00.004+00:00
-0.1,0.0,0.0,2025-12-11T15:32:01.405+00:00
0.0,0.0,0.0,2025-12-11T15:32:01.842+00:00
0.1,-0.1,0.0,2025-12-11T15:32:02.183+00:00
0.0,0.0,0.1,2025-12-11T15:32:03.923+00:00
0.0,-0.1,-0.1,2025-12-11T15:32:05.168+00:00
0.1,0.0,-0.4,2025-12-11T15:32:05.828+00:00
0.1,0.1,0.4,2025-12-11T15:32:05.931+00:00
0.1,0.0,0.4,2025-12-11T15:32:07.801+00:00
0.0,0.0,0.1,2025-12-11T15:32:08.575+00:00
0.0,0.0,0.0,2025-12-11T15:32:08.663+00:00
0.1,0.0,0.0,2025-12-11T15:32:08.761+00:00
0.1,0.0,0.1,2025-12-11T15:31:59.456+00:00
0.1,0.0,0.1,2025-12-11T15:31:59.539+00:00
-0.1,0.0,-0.2,2025-12-11T15:32:00.311+00:00
0.1,0.0,0.0,2025-12-11T15:32:00.59+00:00
0.0,0.0,-0.1,2025-12-11T15:32:02.008+00:00
0.0,0.0,0.1,2025-12-11T15:32:02.282+00:00
0.0,0.0,0.1,2025-12-11T15:32:02.402+00:00
0.0,0.0,-0.1,2025-12-11T15:32:02.49+00:00
-0.1,0.0,0.0,2025-12-11T15:32:04.24+00:00
-0.30000000000000004,0.1,0.0,2025-12-11T15:32:05.452+00:00
0.0,-0.1,-0.1,2025-12-11T15:32:05.64+00:00
0.1,0.0,0.2,2025-12-11T15:32:06.561+00:00
0.1,0.0,0.2,2025-12-11T15:31:59.909+00:00
0.0,0.0,0.0,2025-12-11T15:32:00.125+00:00
0.0,0.0,0.0,2025-12-11T15:32:00.217+00:00
0.2,0.1,0.4,2025-12-11T15:32:01.019+00:00
0.0,0.0,-0.1,2025-12-11T15:32:01.111+00:00
0.0,0.0,0.1,2025-12-11T15:32:02.092+00:00
-0.30000000000000004,0.0,-0.1,2025-12-11T15:32:02.92+00:00
0.0,0.0,0.0,2025-12-11T15:32:05.052+00:00
0.1,0.0,-0.2,2025-12-11T15:32:06.349+00:00
0.0,0.0,-0.1,2025-12-11T15:32:07.446+00:00
-0.2,0.0,-0.30000000000000004,2025-12-11T15:31:59.619+00:00
-0.1,0.0,0.0,2025-12-11T15:32:00.945+00:00
0.0,0.0,-0.2,2025-12-11T15:32:04.441+00:00
0.2,0.0,0.2,2025-12-11T15:32:05.265+00:00
0.0,0.0,0.1,2025-12-11T15:32:08.95+00:00
0.0,0.0,0.0,2025-12-11T15:32:09.333+00:00
0.0,0.0,0.0,2025-12-11T15:32:09.417+00:00
-0.1,0.0,0.1,2025-12-11T15:32:10.021+00:00
-0.1,0.0,-0.1,2025-12-11T15:32:11.66+00:00
-0.1,0.0,0.1,2025-12-11T15:32:13.802+00:00
0.0,0.0,0.0,2025-12-11T15:32:14.107+00:00
-0.1,0.1,0.2,2025-12-11T15:32:14.91+00:00
0.0,0.0,0.1,2025-12-11T15:32:15.401+00:00
-0.1,0.0,-0.30000000000000004,2025-12-11T15:32:15.489+00:00
-0.1,0.0,0.2,2025-12-11T15:32:16.148+00:00
-0.1,0.0,0.0,2025-12-11T15:32:16.996+00:00
0.0,0.0,0.1,2025-12-11T15:32:07.535+00:00
0.0,0.0,0.30000000000000004,2025-12-11T15:32:08.153+00:00
0.0,0.0,-0.1,2025-12-11T15:32:11.573+00:00
0.0,0.0,-0.1,2025-12-11T15:32:12.743+00:00
0.1,0.0,0.0,2025-12-11T15:32:13.711+00:00
-0.1,0.0,0.0,2025-12-11T15:32:14.382+00:00
0.0,0.0,0.0,2025-12-11T15:32:15.936+00:00
0.0,0.1,0.2,2025-12-11T15:32:08.236+00:00
0.0,0.0,-0.1,2025-12-11T15:32:08.323+00:00
0.0,0.0,0.0,2025-12-11T15:32:08.403+00:00
-0.1,0.0,0.0,2025-12-11T15:32:08.865+00:00
-0.1,0.0,-0.1,2025-12-11T15:32:11.384+00:00
0.1,0.0,0.1,2025-12-11T15:32:12.485+00:00
0.0,-0.1,-0.1,2025-12-11T15:32:12.576+00:00
0.0,0.0,-0.1,2025-12-11T15:32:12.653+00:00
0.2,-0.1,0.1,2025-12-11T15:32:14.74+00:00
0.0,0.1,0.1,2025-12-11T15:32:14.817+00:00
0.0,0.0,0.0,2025-12-11T15:32:15.299+00:00
0.0,0.0,-0.2,2025-12-11T15:32:16.04+00:00
0.0,0.0,0.0,2025-12-11T15:32:08.485+00:00
0.1,0.0,0.1,2025-12-11T15:32:10.101+00:00
0.0,0.0,-0.1,2025-12-11T15:32:10.508+00:00
0.0,0.1,0.2,2025-12-11T15:32:10.933+00:00
0.1,0.0,0.1,2025-12-11T15:32:11.12+00:00
0.1,0.1,0.2,2025-12-11T15:32:11.746+00:00
-0.1,0.0,0.0,2025-12-11T15:32:13.256+00:00
0.0,-0.1,-0.1,2025-12-11T15:32:13.911+00:00
-0.1,-0.1,-0.30000000000000004,2025-12-11T15:32:15.099+00:00
0.0,0.0,0.1,2025-12-11T15:32:15.576+00:00
0.0,0.0,0.0,2025-12-11T15:32:16.718+00:00
0.0,0.0,0.1,2025-12-11T15:32:09.506+00:00
0.0,0.0,0.0,2025-12-11T15:32:09.587+00:00
0.0,0.0,-0.1,2025-12-11T15:32:10.182+00:00
0.1,0.0,0.1,2025-12-11T15:32:11.474+00:00
0.0,0.0,0.0,2025-12-11T15:32:11.92+00:00
0.1,0.0,0.2,2025-12-11T15:32:12.099+00:00
0.0,0.1,0.2,2025-12-11T15:32:12.821+00:00
0.1,0.0,0.0,2025-12-11T15:32:15.842+00:00
0.1,0.0,0.0,2025-12-11T15:32:09.035+00:00
0.1,0.0,0.0,2025-12-11T15:32:09.841+00:00
-0.1,0.0,0.1,2025-12-11T15:32:11.831+00:00
0.0,0.0,0.0,2025-12-11T15:32:12.29+00:00
0.0,0.0,0.1,2025-12-11T15:32:13.071+00:00
0.1,0.0,-0.1,2025-12-11T15:32:13.167+00:00
0.1,0.0,0.0,2025-12-11T15:32:14.011+00:00
-0.2,0.0,0.0,2025-12-11T15:32:14.554+00:00
0.1,0.0,0.0,2025-12-11T15:32:15.666+00:00
0.0,0.0,0.1,2025-12-11T15:32:15.759+00:00
0.0,0.0,0.0,2025-12-11T15:32:16.513+00:00
-0.1,0.1,0.1,2025-12-11T15:32:12.378+00:00
0.0,0.0,0.0,2025-12-11T15:32:14.197+00:00
0.1,0.0,-0.30000000000000004,2025-12-11T15:32:14.637+00:00
0.0,0.0,-0.1,2025-12-11T15:32:16.612+00:00
0.0,0.0,0.0,2025-12-11T15:32:09.756+00:00
0.0,-0.1,-0.30000000000000004,2025-12-11T15:32:12.193+00:00
0.0,0.0,0.0,2025-12-11T15:32:12.985+00:00
0.0,0.0,0.0,2025-12-11T15:32:13.339+00:00
0.1,0.0,0.1,2025-12-11T15:32:13.538+00:00
0.0,0.0,-0.1,2025-12-11T15:32:16.407+00:00
0.0,0.1,0.30000000000000004,2025-12-11T15:32:16.9+00:00
0.0,0.0,0.1,2025-12-11T15:32:17.081+00:00
0.1,0.0,-0.1,2025-12-11T15:32:18.127+00:00
0.0,0.0,0.0,2025-12-11T15:32:18.278+00:00
0.0,0.0,0.2,2025-12-11T15:32:18.555+00:00
0.0,0.0,-0.1,2025-12-11T15:32:20.458+00:00
0.0,0.0,-0.1,2025-12-11T15:32:10.27+00:00
0.0,0.0,0.0,2025-12-11T15:32:10.61+00:00
0.0,0.0,0.0,2025-12-11T15:32:11.033+00:00
0.0,0.0,-0.1,2025-12-11T15:32:11.999+00:00
0.0,0.0,-0.1,2025-12-11T15:32:13.625+00:00
0.1,0.0,0.4,2025-12-11T15:32:14.292+00:00
-0.1,0.0,-0.2,2025-12-11T15:32:14.463+00:00
0.0,0.0,-0.1,2025-12-11T15:32:16.815+00:00
-0.1,0.0,-0.1,2025-12-11T15:32:18.466+00:00
0.0,0.0,-0.1,2025-12-11T15:32:12.901+00:00
0.0,0.0,0.0,2025-12-11T15:32:13.428+00:00
0.0,0.0,0.0,2025-12-11T15:32:14.997+00:00
0.1,0.1,0.4,2025-12-11T15:32:15.214+00:00
0.0,0.0,0.0,2025-12-11T15:32:18.368+00:00
0.0,0.0,0.0,2025-12-11T15:32:20.06+00:00
0.1,0.0,0.0,2025-12-11T15:32:20.639+00:00
0.0,-0.1,-0.2,2025-12-11T15:32:22.602+00:00
0.1,0.0,0.2,2025-12-11T15:32:22.722+00:00
-0.2,0.0,-0.2,2025-12-11T15:32:22.899+00:00
-0.1,0.1,0.2,2025-12-11T15:32:23.96+00:00
0.0,0.0,0.0,2025-12-11T15:32:24.596+00:00
0.0,0.0,0.1,2025-12-11T15:32:24.703+00:00
0.0,0.0,0.2,2025-12-11T15:32:25.751+00:00
0.0,0.0,0.1,2025-12-11T15:32:26.391+00:00
-0.1,0.0,-0.1,2025-12-11T15:32:17.865+00:00
0.0,0.0,0.2,2025-12-11T15:32:17.969+00:00
0.1,0.0,0.0,2025-12-11T15:32:18.035+00:00
0.1,0.0,0.2,2025-12-11T15:32:18.199+00:00
0.2,0.0,0.0,2025-12-11T15:32:18.757+00:00
0.0,0.0,-0.1,2025-12-11T15:32:19.552+00:00
0.0,0.1,-0.1,2025-12-11T15:32:22.809+00:00
0.1,0.0,0.2,2025-12-11T15:32:23.309+00:00
0.0,0.0,0.2,2025-12-11T15:32:23.676+00:00
0.0,0.0,0.1,2025-12-11T15:32:19.972+00:00
0.1,-0.1,-0.30000000000000004,2025-12-11T15:32:23.769+00:00
-0.1,0.0,0.0,2025-12-11T15:32:23.86+00:00
0.1,0.0,0.1,2025-12-11T15:32:24.156+00:00
0.0,0.0,0.0,2025-12-11T15:32:24.316+00:00
0.0,0.0,0.0,2025-12-11T15:32:25.378+00:00
0.0,0.0,-0.1,2025-12-11T15:32:17.687+00:00
0.0,0.0,0.0,2025-12-11T15:32:17.768+00:00
0.0,0.0,0.1,2025-12-11T15:32:19.367+00:00
0.0,0.0,0.1,2025-12-11T15:32:19.885+00:00
0.0,0.0,0.0,2025-12-11T15:32:20.971+00:00
0.0,0.1,0.0,2025-12-11T15:32:22.425+00:00
0.1,0.0,0.1,2025-12-11T15:32:23.397+00:00
