x,y,z,timestamp
-0.0471238898038469,-0.04014257279586958,0.022689280275926284,2025-12-11T15:35:54.843+00:00
0.027925268031909273,0.03839724354387525,-0.020943951023931956,2025-12-11T15:35:58.432+00:00
-0.04014257279586958,0.008726646259971648,0.0017453292519943296,2025-12-11T15:35:59.826+00:00
0.07853981633974483,0.006981317007977318,0.006981317007977318,2025-12-11T15:35:59.973+00:00
0.029670597283903602,0.05585053606381855,-0.008726646259971648,2025-12-11T15:36:00.675+00:00
0.03316125578789226,0.05759586531581288,-0.012217304763960306,2025-12-11T15:36:03.477+00:00
0.12740903539558607,-0.06981317007977318,0.015707963267948967,2025-12-11T15:36:03.791+00:00
0.005235987755982989,0.013962634015954637,-0.05061454830783556,2025-12-11T15:36:03.888+00:00
-0.07330382858376185,-0.0645771823237902,0.04014257279586958,2025-12-11T15:36:03.983+00:00
-0.029670597283903602,-0.08203047484373349,-0.0645771823237902,2025-12-11T15:36:04.07+00:00
-0.19722220547535924,-0.10297442586766545,0.027925268031909273,2025-12-11T15:36:04.279+00:00
-0.027925268031909273,0.03665191429188092,-0.012217304763960306,2025-12-11T15:36:00.072+00:00
0.020943951023931956,-0.029670597283903602,-0.04537856055185257,2025-12-11T15:36:00.325+00:00
0.07504915783575618,-0.05061454830783556,0.05061454830783556,2025-12-11T15:36:01.036+00:00
-0.031415926535897934,0.03316125578789226,-0.022689280275926284,2025-12-11T15:36:01.211+00:00
-0.061086523819801536,-0.03316125578789226,-0.003490658503988659,2025-12-11T15:36:01.307+00:00
-0.06632251157578452,0.03839724354387525,0.020943951023931956,2025-12-11T15:36:02.419+00:00
-0.03490658503988659,-0.022689280275926284,0.04363323129985824,2025-12-11T15:36:03.119+00:00
0.020943951023931956,0.04188790204786391,0.0,2025-12-11T15:36:04.772+00:00
-0.03490658503988659,0.05759586531581288,0.003490658503988659,2025-12-11T15:36:04.862+00:00
0.1291543646475804,0.11344640137963143,-0.14311699866353503,2025-12-11T15:36:04.957+00:00
0.10297442586766545,-0.048869219055841226,-0.10821041362364843,2025-12-11T15:36:02.614+00:00
-0.015707963267948967,-0.048869219055841226,-0.015707963267948967,2025-12-11T15:36:03.297+00:00
-0.1117010721276371,-0.027925268031909273,0.024434609527920613,2025-12-11T15:36:03.386+00:00
-0.0942477796076938,-0.07853981633974483,0.012217304763960306,2025-12-11T15:36:04.183+00:00
0.04363323129985824,-0.04363323129985824,-0.04537856055185257,2025-12-11T15:36:04.381+00:00
0.07504915783575618,0.0890117918517108,-0.158824961931484,2025-12-11T15:36:04.576+00:00
0.15707963267948966,0.0017453292519943296,0.0,2025-12-11T15:36:04.672+00:00
0.031415926535897934,-0.010471975511965978,0.005235987755982989,2025-12-11T15:36:02.917+00:00
-0.005235987755982989,0.006981317007977318,-0.03316125578789226,2025-12-11T15:36:04.473+00:00
0.04014257279586958,0.03316125578789226,0.07155849933176751,2025-12-11T15:36:05.047+00:00
-0.020943951023931956,-0.013962634015954637,0.05235987755982989,2025-12-11T15:36:05.154+00:00
0.04537856055185257,0.027925268031909273,-0.026179938779914945,2025-12-11T15:36:05.257+00:00
-0.013962634015954637,0.04188790204786391,-0.022689280275926284,2025-12-11T15:36:05.331+00:00
0.0471238898038469,-0.027925268031909273,0.0017453292519943296,2025-12-11T15:35:55.588+00:00
0.03316125578789226,0.019198621771937624,-0.029670597283903602,2025-12-11T15:35:55.767+00:00
0.0017453292519943296,-0.027925268031909273,-0.020943951023931956,2025-12-11T15:35:56.825+00:00
-0.0767944870877505,-0.012217304763960306,-0.008726646259971648,2025-12-11T15:35:59.548+00:00
0.017453292519943295,0.05759586531581288,0.020943951023931956,2025-12-11T15:36:00.425+00:00
-0.04363323129985824,0.04188790204786391,-0.031415926535897934,2025-12-11T15:36:02.132+00:00
0.005235987755982989,0.027925268031909273,0.010471975511965978,2025-12-11T15:35:54.933+00:00
0.005235987755982989,0.027925268031909273,-0.013962634015954637,2025-12-11T15:35:55.677+00:00
0.015707963267948967,0.022689280275926284,0.006981317007977318,2025-12-11T15:35:55.867+00:00
-0.024434609527920613,0.020943951023931956,0.0,2025-12-11T15:35:56.037+00:00
0.005235987755982989,0.0017453292519943296,0.006981317007977318,2025-12-11T15:35:57.385+00:00
-0.0471238898038469,-0.06283185307179587,-0.031415926535897934,2025-12-11T15:35:58.521+00:00
0.006981317007977318,0.0,0.0,2025-12-11T15:35:59.273+00:00
-0.06981317007977318,-0.03665191429188092,0.022689280275926284,2025-12-11T15:36:01.595+00:00
0.07330382858376185,-0.04014257279586958,0.03665191429188092,2025-12-11T15:36:01.857+00:00
-0.03490658503988659,-0.020943951023931956,-0.05235987755982989,2025-12-11T15:36:02.039+00:00
-0.03839724354387525,-0.010471975511965978,0.013962634015954637,2025-12-11T15:35:56.621+00:00
-0.022689280275926284,-0.008726646259971648,0.024434609527920613,2025-12-11T15:35:58.755+00:00
0.05235987755982989,0.03316125578789226,0.008726646259971648,2025-12-11T15:35:59.196+00:00
-0.07330382858376185,-0.031415926535897934,0.04537856055185257,2025-12-11T15:36:00.241+00:00
-0.05235987755982989,-0.026179938779914945,0.027925268031909273,2025-12-11T15:36:00.857+00:00
-0.0645771823237902,0.027925268031909273,0.027925268031909273,2025-12-11T15:36:02.735+00:00
0.020943951023931956,-0.061086523819801536,0.0471238898038469,2025-12-11T15:35:55.332+00:00
0.013962634015954637,0.003490658503988659,-0.04188790204786391,2025-12-11T15:35:55.417+00:00
0.05061454830783556,-0.003490658503988659,-0.03665191429188092,2025-12-11T15:35:57.013+00:00
0.010471975511965978,0.06806784082777885,-0.012217304763960306,2025-12-11T15:35:58.919+00:00
0.10646508437165411,0.06981317007977318,-0.048869219055841226,2025-12-11T15:35:59.012+00:00
0.13089969389957473,0.015707963267948967,-0.024434609527920613,2025-12-11T15:35:59.357+00:00
-0.024434609527920613,-0.012217304763960306,0.03490658503988659,2025-12-11T15:36:00.773+00:00
0.019198621771937624,-0.05759586531581288,0.031415926535897934,2025-12-11T15:36:01.963+00:00
-0.0645771823237902,-0.012217304763960306,-0.015707963267948967,2025-12-11T15:36:02.998+00:00
0.022689280275926284,-0.024434609527920613,-0.012217304763960306,2025-12-11T15:35:56.204+00:00
-0.003490658503988659,-0.03490658503988659,0.03490658503988659,2025-12-11T15:35:57.577+00:00
-0.031415926535897934,0.0,0.003490658503988659,2025-12-11T15:36:01.5+00:00
0.06632251157578452,-0.04014257279586958,-0.04014257279586958,2025-12-11T15:36:01.681+00:00
-0.0942477796076938,-0.006981317007977318,-0.06806784082777885,2025-12-11T15:34:56.963+00:00
0.1832595714594046,0.13439035240356337,-0.024434609527920613,2025-12-11T15:34:57.075+00:00
0.14311699866353503,0.11868238913561441,-0.019198621771937624,2025-12-11T15:34:57.17+00:00
0.05061454830783556,-0.17453292519943295,0.10821041362364843,2025-12-11T15:34:57.254+00:00
0.2007128639793479,-0.04537856055185257,-0.003490658503988659,2025-12-11T15:34:57.346+00:00
0.09773843811168245,0.0890117918517108,-0.04188790204786391,2025-12-11T15:34:57.439+00:00
0.029670597283903602,-0.04014257279586958,-0.013962634015954637,2025-12-11T15:34:57.554+00:00
0.026179938779914945,0.061086523819801536,0.012217304763960306,2025-12-11T15:34:57.663+00:00
0.005235987755982989,-0.09773843811168245,0.012217304763960306,2025-12-11T15:34:57.747+00:00
0.5183627878423159,0.13264502315156904,-0.026179938779914945,2025-12-11T15:34:57.837+00:00
0.22863813201125718,-0.010471975511965978,0.03316125578789226,2025-12-11T15:34:58.043+00:00
-0.0471238898038469,-0.10122909661567112,-0.031415926535897934,2025-12-11T15:34:59.765+00:00
-0.015707963267948967,-0.019198621771937624,-0.012217304763960306,2025-12-11T15:35:00.965+00:00
-0.11344640137963143,-0.0645771823237902,0.020943951023931956,2025-12-11T15:35:04.441+00:00
0.0767944870877505,0.048869219055841226,-0.015707963267948967,2025-12-11T15:35:06.732+00:00
0.06981317007977318,-0.013962634015954637,-0.027925268031909273,2025-12-11T15:35:08.171+00:00
-0.06283185307179587,-0.061086523819801536,0.0,2025-12-11T15:35:08.259+00:00
0.06632251157578452,-0.008726646259971648,-0.015707963267948967,2025-12-11T15:35:08.968+00:00
-0.06806784082777885,0.013962634015954637,0.020943951023931956,2025-12-11T15:34:59.324+00:00
-0.04363323129985824,-0.09773843811168245,-0.0017453292519943296,2025-12-11T15:34:59.413+00:00
-0.010471975511965978,0.0471238898038469,-0.03665191429188092,2025-12-11T15:34:59.575+00:00
-0.0471238898038469,-0.08377580409572782,0.04537856055185257,2025-12-11T15:34:59.661+00:00
-0.019198621771937624,0.012217304763960306,-0.006981317007977318,2025-12-11T15:35:02.052+00:00
0.013962634015954637,0.008726646259971648,0.008726646259971648,2025-12-11T15:35:02.933+00:00
-0.11344640137963143,0.0,0.1291543646475804,2025-12-11T15:35:03.911+00:00
0.05061454830783556,0.048869219055841226,-0.008726646259971648,2025-12-11T15:35:04.844+00:00
-0.006981317007977318,-0.024434609527920613,0.027925268031909273,2025-12-11T15:35:07.606+00:00
-0.010471975511965978,0.07853981633974483,-0.010471975511965978,2025-12-11T15:35:07.704+00:00
-0.019198621771937624,0.024434609527920613,-0.008726646259971648,2025-12-11T15:34:59.233+00:00
-0.11693705988362008,-0.0890117918517108,0.017453292519943295,2025-12-11T15:35:01.226+00:00
-0.026179938779914945,0.09250245035569947,-0.029670597283903602,2025-12-11T15:35:01.309+00:00
-0.006981317007977318,0.061086523819801536,-0.020943951023931956,2025-12-11T15:35:04.008+00:00
0.026179938779914945,-0.04188790204786391,0.027925268031909273,2025-12-11T15:35:04.096+00:00
-0.03490658503988659,0.003490658503988659,0.019198621771937624,2025-12-11T15:35:07.795+00:00
