q0,q1,q2,q3,timestamp
0.4799752369263268,0.4867241816644196,0.5245265989859674,0.5075383629607042,2025-12-11T15:36:00.111+00:00
0.48435240779126604,0.4843524077912661,0.5256019091871496,0.5045276238150193,2025-12-11T15:36:00.752+00:00
0.4809592142300126,0.48772199469948313,0.5256019091871496,0.5045276238150193,2025-12-11T15:36:01.5+00:00
0.4804679573725313,0.48722383026609317,0.5250650538061651,0.5060337641211637,2025-12-11T15:36:02.546+00:00
0.478988043765194,0.4823437383549912,0.5272823918180076,0.5097923609455183,2025-12-11T15:36:02.962+00:00
0.47293875549590997,0.4762520699800206,0.5206231792782717,0.527697266041724,2025-12-11T15:36:03.975+00:00
0.47350528395908176,0.4751610206921922,0.5240937414103813,0.5247289783231452,2025-12-11T15:36:03.791+00:00
0.47319496960716007,0.4765100790761731,0.5209052263797725,0.5269557954966775,2025-12-11T15:36:03.892+00:00
0.4714559211503442,0.4797570308230736,0.5217489866746817,0.5247289783231452,2025-12-11T15:36:04.389+00:00
0.4714559211503442,0.4797570308230736,0.5217489866746817,0.5247289783231452,2025-12-11T15:36:05.034+00:00
0.4786317052190431,0.4870591617417532,0.5239865463667835,0.5090414157503712,2025-12-11T15:35:54.865+00:00
0.4811106863121174,0.4878755966346154,0.5238699641075711,0.5060337641211637,2025-12-11T15:36:02.371+00:00
0.4792865156966091,0.4843320568527917,0.5266384777089967,0.5082900828980423,2025-12-11T15:36:02.864+00:00
0.4760373460995924,0.4743785557402291,0.5269518082466638,0.5202645699620939,2025-12-11T15:36:03.436+00:00
0.4733517499211577,0.47170231773733756,0.5258649549482319,0.5262139236518696,2025-12-11T15:36:03.681+00:00
0.4709479948475118,0.4792401612622264,0.5211868767892833,0.5262139236518696,2025-12-11T15:36:04.283+00:00
0.4716524203595803,0.4782843377496916,0.5229221604983257,0.5247289783231452,2025-12-11T15:36:04.473+00:00
0.47030970087966817,0.4785906286016592,0.5223587866859809,0.5262139236518696,2025-12-11T15:36:04.755+00:00
0.4708708437410077,0.48083747426548235,0.5220294457224981,0.5239859059700791,2025-12-11T15:36:04.847+00:00
0.4708708437410077,0.48083747426548235,0.5220294457224981,0.5239859059700791,2025-12-11T15:36:04.947+00:00
0.4725464110447285,0.4791908988619498,0.5220294457224981,0.5239859059700791,2025-12-11T15:36:05.12+00:00
0.4790394694930537,0.48408240994642765,0.5263670241372744,0.5090414157503712,2025-12-11T15:36:03.049+00:00
0.4791708541817346,0.4791708541817347,0.5256391591340951,0.5142898593111621,2025-12-11T15:36:03.249+00:00
0.47172237111976084,0.47668828307394445,0.5220765029740655,0.5269557954966775,2025-12-11T15:36:04.08+00:00
0.4707465734140735,0.48071057358576635,0.5200133792669724,0.5262139236518696,2025-12-11T15:36:04.185+00:00
0.47248646521368554,0.4774604209330739,0.5229221604983257,0.5247289783231452,2025-12-11T15:36:04.56+00:00
0.4716524203595803,0.4782843377496916,0.5229221604983257,0.5247289783231452,2025-12-11T15:36:04.667+00:00
0.4719624113166787,0.48027243896080324,0.5223095072221826,0.5232424345789518,2025-12-11T15:36:05.223+00:00
0.4722925366367298,0.47893345471906035,0.5217489866746817,0.5247289783231452,2025-12-11T15:36:05.334+00:00
0.47866675922474816,0.48879840104745736,0.5230635223127562,0.5082900828980423,2025-12-11T15:35:55.249+00:00
0.476928635478671,0.48872693084985736,0.5239865463667835,0.5090414157503712,2025-12-11T15:35:56.174+00:00
0.4769576181926712,0.490466281920835,0.5230635223127562,0.5082900828980423,2025-12-11T15:35:56.717+00:00
0.4789131214518966,0.48904997787076476,0.5233327348532422,0.5075383629607042,2025-12-11T15:35:56.891+00:00
0.47815478782765825,0.48998341584508825,0.5253336815288828,0.5052808863647791,2025-12-11T15:35:57.647+00:00
