time_s,sig_1,sig_2,sig_3,sig_4,sig_5
0.0,0.5,0.0,3.0,0.0,1.0
0.05,0.5,0.0,3.0,0.0,1.0
0.1,0.5,0.0,3.0,0.0,1.0
0.15,0.5,0.09344203457717296,3.0,0.0,0.9617104791190911
0.2,0.5,0.250358296241182,3.014238809422735,0.0,1.0409736081365466
0.25,0.38103053769002965,-0.014704561068785857,2.9956707050165687,0.0,1.1160516864598173
0.3,0.4897776913292146,0.3237757421967196,2.914287691035413,0.017701094456143786,1.021881805326054
0.35,0.44746002443259103,0.13667177239495154,2.8262831933464714,-0.06773320152347338,1.111000867229853
0.4,0.46529236501325083,0.14591980028569967,2.781821558865879,-0.0257665823669828,1.1465503397796435
0.45,0.3827087981421596,0.1679284934118988,2.9980734106472973,-0.0014845726279000219,1.1752187567928913
0.5,0.5196399386863029,0.16903597000824597,2.919106341959692,0.007139628021169313,1.1440919808519305
0.55,0.5355790975954938,0.23546291556305776,3.0634809241959973,-0.0024978022475303074,1.1915501451465398
0.6,0.47914642377857763,0.30627281190351247,2.694130147256982,-0.0842034460607244,1.203656928334489
0.65,0.5818038505985929,0.1848760806577553,3.036175867934647,0.02741100402069242,1.1957622703942157
0.7,0.5429144829121725,0.23125733474490268,2.9305433667256704,-0.030256296209954868,1.1885181466984132
0.75,0.45052341882419294,0.10221151537801962,2.8829360033118125,-0.052419476683863195,1.248305033215741
0.8,0.5499258186118304,0.24319437630917834,2.919453173581079,0.03460505029362575,1.1262846821536028
0.85,0.4313724110699283,0.20877659829151318,2.9855156605918918,-0.060981992475654084,1.1045239080657077
0.9,0.5902029938182253,0.06924369111988296,2.941507860796663,-0.0618921989115617,1.1557320174637808
0.95,0.5073325135583227,-0.0016855245893555304,2.727440682698513,-0.00630023314918967,1.0833000660160967
1.0,0.48862287501878293,0.10320516549698683,2.780262702835508,-0.05570756517634182,1.1765966337054394
1.05,0.45000073366274523,0.21872866682134942,2.92359834757091,0.059584326210223026,1.2195598601008921
1.1,0.6057159511527889,0.3006687698448998,2.8730848816414856,-0.03519034548563859,0.9919607273139996
1.15,0.5116491076749592,0.024510588508212888,2.697621929023611,-0.042155688633771254,1.1839958701550684
1.2,0.47252316283732515,0.2831429188807385,2.9909488821186136,0.0033641071040519457,1.1978414611220618
1.25,0.473044986856892,0.2860783189029447,2.889646709874156,-0.10160504718824274,1.24622011357041
1.3,0.5508844656487029,0.3580455506357111,2.9437302845734243,-0.025702024999709368,1.1563916647073347
1.35,0.5539146291202055,0.34208389863903627,3.146988370409087,0.012035915834835067,1.198834514099414
1.4,0.5491693690155648,0.2564419785019705,3.0504191815384107,-0.07354061568504615,1.310223775944884
1.45,0.5577239328760398,0.3896966449342927,2.9342304732426006,-0.03776949575019596,1.1706339713031402
1.5,0.7294433737841894,-0.029288941669395552,2.7019578592471403,-0.05678732845862554,1.117872736329243
1.55,0.543487081004064,0.05887821476330088,2.7465933758353476,-0.08251124501269522,1.1795999767930854
1.6,0.5322425513772285,0.01437874295017337,2.6304515351259528,-0.022896890435226646,1.1366078649625904
1.65,0.5005173485375422,-0.07234200948376243,2.4961053108235016,0.040869623588743,0.9267395910603455
1.7,0.6219973908831328,-0.19445993197321473,2.6614590622867333,-0.05369898365310216,0.9833589454124212
1.75,0.6806154387506885,-0.14960043366076217,2.2537166101516166,0.03778339840770526,1.0279166801141004
1.8,0.558887839525877,-0.19725476248363855,2.521892143315516,-0.016974976743628023,0.9391228929885095
1.85,0.4951898772042844,-0.19769417322546773,2.5223379596460354,0.020710452544327906,0.8344308636715044
1.9,0.4895350265478422,-0.12901943927405396,2.5771177456252454,-0.07252459307950246,0.8844615272445422
1.95,0.6218774303269912,-0.3181826220031622,2.6122537155613372,0.048018094561815806,0.8486470443666796
2.0,0.6306230406772605,-0.2538429452619835,2.6572126181691567,-0.05591792174121023,0.8741179982734597
2.05,0.6037703126984857,-0.22474772872468557,2.737301555443846,-0.03486372062801536,0.8041216034065252
2.1,0.5016035549481934,-0.4776708094794647,2.5273672350578775,-0.04720814603985042,0.865853538633836
2.15,0.5843810758476582,-0.30031620921104896,2.561370906177822,-0.12168881886145701,0.8390468725975503
2.2,0.5908391329809257,-0.27375571804761917,3.1792179977965356,-0.017041479047337195,0.9167926376751868
2.25,0.5946349762007288,-0.2208998359375373,2.9377000898081596,-0.09370856372763756,0.9056382392029818
2.3,0.6479198853888524,-0.4090133537661791,3.005243452430128,0.03339390529959714,0.7986582208350578
2.35,0.5970227163838986,-0.2938795584673283,2.64828905528368,-0.02727085552054573,0.9624835882784547
2.4,0.6557197234598691,-0.12201549838999004,3.1562655154869494,-0.059012545741082764,0.8848389181509576
2.45,0.6128945933423678,-0.47015080415086835,2.6045706504540305,-0.03778936079803685,0.8244950832706575
2.5,0.6370448812249981,-0.27025979013034446,2.556514356897711,-0.11592766999443638,0.7534928441634158
2.55,0.6759603568251085,-0.45646678689137177,2.9099234367614404,-0.08857880662524231,0.865280296355648
2.6,0.4904194048138257,-0.41746590198962585,3.1013238457789973,-0.0005367133467680252,0.8619565308265127
2.65,0.5744963706811477,-0.4502421368669325,2.594087607686253,-0.03267263800757936,0.867234253549854
2.7,0.5460108559414177,-0.35345007744511525,2.597550515037282,-0.02479001376736894,0.9333460076144721
2.75,0.5183877818817589,-0.40741701436273564,2.7185779669465786,-0.02285125765083238,0.9230402289215095
2.8,0.5300727896785894,-0.5297781006017387,2.3256827523688264,-0.12108658105610268,0.9162521548922813
2.85,0.6655858703800525,-0.1975209727853606,2.631690148208174,-0.10269962412994146,0.8877373987972663
2.9,0.48191426378176,-0.32005484621162494,2.7012767394025157,-0.028580951044563107,0.856479617698509
2.95,0.6324794061379979,-0.19033355333655008,2.5010345357824386,-0.0157205379876025,0.7578315466624397
3.0,0.40617079908967446,-0.35431023204731243,2.1662035283349588,-0.08785120644984101,0.804378993611965
3.05,0.5083970030799468,-0.31240320655732107,2.4054530779957126,-0.04442872488620833,0.9095391380911306
3.1,0.5497990369902349,-0.13276551004400886,2.727301743929296,-0.029383307147425458,0.8084013852466183
3.15,0.567892094118263,-0.336896892073992,2.641573165958651,0.01257906035061012,0.7881584594726077
3.2,0.5949493060795081,-0.23776656008299443,2.5241995464423073,0.018922905008342924,0.8602776341311766
3.25,0.5961064270999473,-0.22325607087991994,2.5922600803362665,-0.04433182582677491,0.9025620210488358
3.3,0.5260527598650742,-0.5429069964476432,2.591449363286241,0.09613278596906179,0.7682287463913786
3.35,0.5186087419990184,-0.3145456748207059,2.772995546631385,0.026850799597411268,0.9368488699540408
3.4,0.633397123138614,-0.38141831947047217,2.7879667056618125,0.037692579030455385,0.8935336951273426
3.45,0.54963414114849,-0.3957835840416352,2.4691209939618153,0.10723289828442875,0.7503501776152104
3.5,0.44234028067864206,-0.42310077591267936,2.6348264703557605,-0.02401724473805876,0.8118132488904299
3.55,0.42721952844247113,-0.5284978414918615,2.61223486677107,0.06152433008131376,0.7299823948525002
3.6,0.4285167968586312,-0.512835773781351,2.86057401637452,0.019845156141806607,0.998299494843075
3.65,0.5413827646560797,-0.511475413883328,2.8706596018627892,0.028336739828784173,0.8660450045248463
3.7,0.4928146164470089,-0.3929732774508454,2.6252193132875647,0.009618875639061865,0.9418374118996674
3.75,0.5328329436588047,-0.500347884508119,2.856883231060581,0.04172536581310887,1.0688657497642937
3.8,0.4472357947927899,-0.4116086752723356,2.938699563572762,-0.052418375467550946,0.8118161691875856
3.85,0.5041130975783397,-0.3698456924040318,2.8209553442194553,0.030542007659651375,0.8846095144049781
3.9,0.5603605473481615,-0.4568246222861497,2.8351190225260483,-0.04209305309824981,0.8210407120191883
3.95,0.4786512229639038,-0.25144345366467313,3.115258219151089,0.10897625626389505,0.8317708690336698
4.0,0.5459542601313243,-0.3739834296775929,2.843228187435291,0.038990149649285225,0.7763477941878549
4.05,0.44632297686345596,-0.39917741126486944,3.1284749177077154,-0.05854015186486507,0.9101141297640917
4.1,0.4731192061632983,-0.1701683886433239,3.1772017828064585,-0.08905635418049897,0.8659966622458477
4.15,0.4656904018193223,-0.2673357725772999,3.102826260755723,-0.0488186072217931,0.9402939370772596
4.2,0.3742223760972001,-0.5582420821002374,2.9117952864003365,-0.010296738341989426,0.9695258556873062
4.25,0.5087240079538792,-0.6431615291451449,3.162036264422161,-0.042727272587881435,0.9804077065553098
4.3,0.41497700364834356,-0.24352777733634934,3.1306889925257577,-0.042040969837091435,0.9186917703334294
4.35,0.45319170707602924,-0.42567757437831066,2.7721361224953642,-0.00869914616708859,0.9495352674450348
4.4,0.49244998520474226,-0.4187960887503988,3.099738182315124,-0.07885356036584024,0.9228289263864176
4.45,0.4943767455718321,-0.61382760541203,2.917399961259801,-0.03190385898090023,0.8729756657441361
4.5,0.5360686094506218,-0.4615362625031602,3.068779522526755,-0.07827689656281732,0.8241256383931046
4.55,0.4715175491714508,-0.5876411475841811,3.211074383561778,-0.01836578425249443,0.8804010285837783
4.6,0.4518908857589111,-0.5441046304160156,2.7392376531526264,-0.05950039700546729,0.8863665750730617
4.65,0.48283516643834595,-0.5762226440845957,2.7930602287900834,-0.05428966044828289,0.9280981146785379
4.7,0.33420919112318787,-0.5544796264707198,2.737397767303652,-0.10069663469599285,0.94673838217291
4.75,0.3267104064032897,-0.48285587740785824,2.7025934710397075,0.011240496722131482,0.8130992070314103
4.8,0.2999948045065554,-0.4408901886218212,2.7880153506309897,-0.01708309396523713,0.9650320002056267
4.85,0.29848365109631336,-0.45571416362403616,2.698879923953055,-0.11486107153616706,0.740338138028803
4.9,0.3982914368733561,-0.40427125534850633,2.477752082253425,-0.0032460303445582886,0.7925303357751308
4.95,0.2642408554928799,-0.6218440111259023,2.4007971243121866,-0.08546309450325103,0.8687346726830762
5.0,0.2995508279046467,-0.4605966700723756,2.1857920393216363,-0.09333985972797199,0.6878546273827041
