recording_id,event_code_id,timestamp,offset_ms,created_at,event_codes
0565b6af-c324-47da-b684-458970d6e48c,4578399d-855f-455e-94d8-a8a6d39a59cc,2025-12-11T15:31:56.299+00:00,5419,2025-12-11T15:31:57.000035+00:00,"{'e_id': 'eID2_10', 'e_description_butt': 'Hands up'}"
0565b6af-c324-47da-b684-458970d6e48c,65195929-1a63-4135-ad5e-6f87a9751864,2025-12-11T15:31:58.967+00:00,8087,2025-12-11T15:31:59.48389+00:00,"{'e_id': 'eID2_12', 'e_description_butt': 'Error response'}"
0565b6af-c324-47da-b684-458970d6e48c,65195929-1a63-4135-ad5e-6f87a9751864,2025-12-11T15:32:00.702+00:00,9822,2025-12-11T15:32:01.20616+00:00,"{'e_id': 'eID2_12', 'e_description_butt': 'Error response'}"
0565b6af-c324-47da-b684-458970d6e48c,d4cdc81e-399f-4cd4-8bcc-930995e02ecc,2025-12-11T15:32:02.447+00:00,11567,2025-12-11T15:32:02.965223+00:00,"{'e_id': 'eID2_11', 'e_description_butt': 'Hands down'}"
0565b6af-c324-47da-b684-458970d6e48c,4578399d-855f-455e-94d8-a8a6d39a59cc,2025-12-11T15:32:04.609+00:00,13728,2025-12-11T15:32:05.119626+00:00,"{'e_id': 'eID2_10', 'e_description_butt': 'Hands up'}"
0565b6af-c324-47da-b684-458970d6e48c,65195929-1a63-4135-ad5e-6f87a9751864,2025-12-11T15:32:07.176+00:00,16296,2025-12-11T15:32:07.700227+00:00,"{'e_id': 'eID2_12', 'e_description_butt': 'Error response'}"
0565b6af-c324-47da-b684-458970d6e48c,d4cdc81e-399f-4cd4-8bcc-930995e02ecc,2025-12-11T15:32:10.623+00:00,19743,2025-12-11T15:32:11.141504+00:00,"{'e_id': 'eID2_11', 'e_description_butt': 'Hands down'}"
0565b6af-c324-47da-b684-458970d6e48c,d4cdc81e-399f-4cd4-8bcc-930995e02ecc,2025-12-11T15:32:11.318+00:00,20437,2025-12-11T15:32:11.849267+00:00,"{'e_id': 'eID2_11', 'e_description_butt': 'Hands down'}"
0565b6af-c324-47da-b684-458970d6e48c,4578399d-855f-455e-94d8-a8a6d39a59cc,2025-12-11T15:32:13.735+00:00,22855,2025-12-11T15:32:14.238992+00:00,"{'e_id': 'eID2_10', 'e_description_butt': 'Hands up'}"
0565b6af-c324-47da-b684-458970d6e48c,d4cdc81e-399f-4cd4-8bcc-930995e02ecc,2025-12-11T15:32:15.364+00:00,24484,2025-12-11T15:32:15.882787+00:00,"{'e_id': 'eID2_11', 'e_description_butt': 'Hands down'}"
0565b6af-c324-47da-b684-458970d6e48c,4578399d-855f-455e-94d8-a8a6d39a59cc,2025-12-11T15:32:17.699+00:00,26819,2025-12-11T15:32:18.238832+00:00,"{'e_id': 'eID2_10', 'e_description_butt': 'Hands up'}"
0565b6af-c324-47da-b684-458970d6e48c,d4cdc81e-399f-4cd4-8bcc-930995e02ecc,2025-12-11T15:32:19.542+00:00,28662,2025-12-11T15:32:20.061563+00:00,"{'e_id': 'eID2_11', 'e_description_butt': 'Hands down'}"
0565b6af-c324-47da-b684-458970d6e48c,4578399d-855f-455e-94d8-a8a6d39a59cc,2025-12-11T15:32:21.742+00:00,30862,2025-12-11T15:32:22.243747+00:00,"{'e_id': 'eID2_10', 'e_description_butt': 'Hands up'}"
0565b6af-c324-47da-b684-458970d6e48c,4578399d-855f-455e-94d8-a8a6d39a59cc,2025-12-11T15:32:22.876+00:00,31996,2025-12-11T15:32:23.384043+00:00,"{'e_id': 'eID2_10', 'e_description_butt': 'Hands up'}"
0565b6af-c324-47da-b684-458970d6e48c,d4cdc81e-399f-4cd4-8bcc-930995e02ecc,2025-12-11T15:32:24.606+00:00,33726,2025-12-11T15:32:25.131278+00:00,"{'e_id': 'eID2_11', 'e_description_butt': 'Hands down'}"
0565b6af-c324-47da-b684-458970d6e48c,65195929-1a63-4135-ad5e-6f87a9751864,2025-12-11T15:32:26.497+00:00,35617,2025-12-11T15:32:27.049822+00:00,"{'e_id': 'eID2_12', 'e_description_butt': 'Error response'}"
0565b6af-c324-47da-b684-458970d6e48c,d4cdc81e-399f-4cd4-8bcc-930995e02ecc,2025-12-11T15:32:28.176+00:00,37296,2025-12-11T15:32:28.702395+00:00,"{'e_id': 'eID2_11', 'e_description_butt': 'Hands down'}"
0565b6af-c324-47da-b684-458970d6e48c,4578399d-855f-455e-94d8-a8a6d39a59cc,2025-12-11T15:32:30.496+00:00,39616,2025-12-11T15:32:31.011411+00:00,"{'e_id': 'eID2_10', 'e_description_butt': 'Hands up'}"
0565b6af-c324-47da-b684-458970d6e48c,d4cdc81e-399f-4cd4-8bcc-930995e02ecc,2025-12-11T15:32:32.715+00:00,41835,2025-12-11T15:32:33.239117+00:00,"{'e_id': 'eID2_11', 'e_description_butt': 'Hands down'}"
