0,1,2,3,4,5,6,7,8,9,10,11
0.17761144674567506,0.11063335335006444,14.0,5.675623211725888,-0.029664167164085344,0.16153881237122575,14.0,13.354071490652947,3.165754316046195,0.22854317835690735,13.0,18.71346299196294
0.1825026121544711,0.10939634522719047,15.0,5.679974848962679,-0.025962242678377385,0.16243249877619756,14.0,13.489982307789573,3.153588971757978,0.23561346467504318,14.0,20.048315445507587
0.18802934851981654,0.10608191306011734,15.0,5.743128923556449,-0.021262486244762856,0.16228065656054272,15.0,13.459536550022182,3.1475018219798967,0.2415892597447451,13.0,21.21736736379788
0.19224291784242847,0.10167047939369765,14.0,5.761916485743349,-0.016142422216877873,0.16018922183097598,14.0,13.38765892129486,3.135713475836333,0.24801876070678694,14.0,22.361065210191235
0.19357416047118337,0.10286103213667577,14.0,5.733339532852602,-0.015581275168342108,0.160451468652862,14.0,13.267129263861403,3.129494700379855,0.24950886346752751,14.0,22.68204700201678
0.19907318608053945,0.10398910663467933,13.0,5.552512075308201,-0.0100153841802714,0.1556808617479115,14.0,12.786727204721787,3.1217416244125005,0.24638152562797908,13.0,23.02448632664851
0.2029414022974769,0.10481320431750228,14.0,5.608494826805679,-0.003451024096081662,0.16502662610040225,14.0,12.649687720254963,3.1040804640055772,0.24027831286301563,14.0,23.467858039032116
0.21276439808659323,0.10191581863578406,14.0,6.310654929972588,-0.003894169730826431,0.16515220278793027,14.0,12.686584028581438,3.087812316335812,0.24228504173035806,14.0,23.704042520036328
0.21893040198586966,0.10086897796958819,14.0,6.237988402239892,-0.0031926894463803032,0.16512624211323595,14.0,12.381969780077785,3.0819752553241977,0.24172307113353167,13.0,23.56748369206407
0.2241923101696206,0.10352602858849708,14.0,7.118546719142237,-0.0014994129734513394,0.16505039439694733,14.0,12.016610453990237,3.0705829862581626,0.2339846220091387,13.0,23.287777605654373
0.2327213369261348,0.10206145385602983,13.0,7.219398749951908,0.010648081843687774,0.16492535675003298,14.0,10.912657450266561,3.060001414996531,0.22961851074240278,14.0,22.83119627525806
0.23661713134508744,0.10376923365908175,14.0,7.43583975327595,0.011436625254538956,0.164402562080687,15.0,10.320214146176776,3.052240992977191,0.22697043849526635,14.0,22.31300468282024
0.2442263765661452,0.09875861077116249,13.0,7.706810584250439,0.016148800906246232,0.16447425523630413,14.0,9.51225327824336,3.047404173231054,0.22677669431499736,14.0,21.144755582217147
0.25552046608228907,0.10858125387077544,13.0,8.746290533826564,0.020127147524735066,0.16488569229742,14.0,9.165142612374684,3.0420225230412954,0.2254352223709463,14.0,19.327065850823356
0.5756219784582631,0.07480602218551921,10.0,4.889004633739096,0.33345079772561104,0.137878000727755,13.0,17.39903756136423,3.0299690863100004,0.18299173252039969,13.0,13.602927230689598
0.5791177192346408,0.07783549974837992,9.0,4.908500809113497,0.3269192427257177,0.14219764060533993,14.0,17.133517435279003,3.048804862990103,0.1843669350545426,12.0,14.065473747194739
0.4986374447922419,0.09232309689340584,13.0,7.847193116942579,0.05088205281989055,0.13769786158941147,12.0,9.926712537690596,3.3118657412990107,0.21218234958342985,20.0,14.205256851986817
0.5363178700269529,0.09806414255287012,13.0,7.590215889402665,0.07830790827522274,0.1302129137113175,12.0,8.350477561395037,3.3812133493802015,0.18892542023946923,18.0,12.905556406539217
0.5428692610778937,0.09607545444034148,13.0,6.785642838790516,0.07521408872960765,0.13464431442020267,12.0,8.177319286069446,3.409286668388513,0.1846773647511757,18.0,13.962410973702891
0.5492226336049361,0.09303705745197105,13.0,5.605910211593127,0.06422073384358871,0.13921455956280973,13.0,7.96386190190552,3.4449442312218905,0.16801923450459813,17.0,14.981925768922578
0.37315919558656085,0.08279077457507909,13.0,5.617140207741485,0.4003902663929495,0.1534822563855862,12.0,14.981080762452503,3.1581672115701265,0.13291520553886602,12.0,12.01192783229806
0.3771792966187557,0.08559794309551644,13.0,5.7050195834986885,0.40365265424084645,0.15468875226391426,12.0,14.335569834111475,3.1636944670738365,0.1413398531929826,12.0,11.579852753772606
0.3819472281202279,0.08188973458486457,14.0,5.669907663278735,0.41252408547702063,0.15504135243833894,11.0,13.352425175556876,3.1627875520591138,0.14233291808000556,13.0,11.341680504918902
0.38567065061516603,0.08127134691701812,13.0,5.66599846893072,0.4155025592460881,0.15391960953677902,12.0,12.453187517908498,3.173309292927288,0.14218343666594915,13.0,10.547484309999403
0.39029553768421255,0.08175549382223146,13.0,5.601605639308469,0.4162884680669617,0.15323206265423783,12.0,11.995339474876694,3.1755508240711356,0.14262769363304473,13.0,9.821375294165128
