2011-06-15,00:00:00.38595,WorkArea,ON
2011-06-15,00:00:01.491397,WorkArea,OFF
2011-06-15,00:00:09.266628,WorkArea,ON
2011-06-15,00:00:09.548391,WorkArea,ON
2011-06-15,00:00:13.458602,WorkArea,OFF
2011-06-15,00:00:14.217787,WorkArea,OFF
2011-06-15,00:00:21.946583,WorkArea,ON
2011-06-15,00:00:22.121117,WorkArea,ON
2011-06-15,00:00:25.681773,WorkArea,OFF
2011-06-15,00:00:27.168178,WorkArea,OFF
2011-06-15,00:00:27.650697,WorkArea,ON
2011-06-15,00:00:27.888823,WorkArea,ON
2011-06-15,00:00:28.811419,WorkArea,OFF
2011-06-15,00:00:29.009908,WorkArea,OFF
2011-06-15,00:00:35.830034,WorkArea,ON
2011-06-15,00:00:36.670889,WorkArea,ON
2011-06-15,00:00:37.497659,WorkArea,OFF
2011-06-15,00:00:37.67023,WorkArea,OFF
2011-06-15,00:00:46.630968,WorkArea,ON
2011-06-15,00:00:47.813675,WorkArea,OFF
2011-06-15,00:00:55.680902,WorkArea,ON
2011-06-15,00:00:56.780087,WorkArea,ON
2011-06-15,00:00:58.577161,WorkArea,OFF
2011-06-15,00:00:59.394616,WorkArea,ON
2011-06-15,00:01:00.524478,WorkArea,OFF
2011-06-15,00:01:00.67771,WorkArea,OFF
2011-06-15,00:01:54.913368,WorkArea,ON
2011-06-15,00:01:56.075602,WorkArea,ON
2011-06-15,00:01:57.157408,WorkArea,OFF
2011-06-15,00:01:57.910895,WorkArea,OFF
2011-06-15,00:01:58.820586,WorkArea,ON
2011-06-15,00:01:59.558059,WorkArea,ON,Work_On_Computer="begin"
2011-06-15,00:01:59.945116,WorkArea,OFF
2011-06-15,00:02:00.528015,WorkArea,ON
2011-06-15,00:02:01.292891,WorkArea,OFF
2011-06-15,00:02:02.937581,WorkArea,OFF
2011-06-15,00:02:13.874023,WorkArea,ON
2011-06-15,00:02:16.450703,WorkArea,OFF
2011-06-15,00:02:45.01448,WorkArea,ON
2011-06-15,00:02:47.60892,WorkArea,OFF
2011-06-15,00:03:29.62023,WorkArea,ON
2011-06-15,00:03:30.527883,WorkArea,ON
2011-06-15,00:03:31.66092,WorkArea,OFF
2011-06-15,00:03:32.982853,WorkArea,OFF
2011-06-15,00:03:33.673934,WorkArea,ON
2011-06-15,00:03:34.830573,WorkArea,OFF
2011-06-15,00:03:45.747329,WorkArea,ON
2011-06-15,00:03:46.834713,WorkArea,OFF
2011-06-15,00:04:39.149901,WorkArea,ON
2011-06-15,00:04:40.335207,WorkArea,OFF
2011-06-15,00:05:32.787222,WorkArea,ON
2011-06-15,00:05:35.382816,WorkArea,OFF
2011-06-15,00:05:37.98346,WorkArea,ON
2011-06-15,00:05:40.235146,WorkArea,OFF
2011-06-15,00:05:57.321041,WorkArea,ON
2011-06-15,00:05:59.281164,WorkArea,OFF
2011-06-15,00:05:59.687878,WorkArea,ON
2011-06-15,00:06:00.88123,WorkArea,OFF
2011-06-15,00:06:01.623492,WorkArea,ON
2011-06-15,00:06:01.874208,WorkArea,ON
2011-06-15,00:06:04.039353,WorkArea,OFF
2011-06-15,00:06:04.651456,WorkArea,ON
2011-06-15,00:06:08.429752,WorkArea,OFF
2011-06-15,00:06:10.060335,WorkArea,OFF
2011-06-15,00:06:53.022304,WorkArea,ON
2011-06-15,00:06:54.676214,WorkArea,OFF
2011-06-15,00:06:59.585346,WorkArea,ON
2011-06-15,00:06:59.964565,WorkArea,ON
2011-06-15,00:07:00.053872,WorkArea,ON
2011-06-15,00:07:00.606094,WorkArea,OFF
2011-06-15,00:07:02.376972,WorkArea,OFF
2011-06-15,00:07:03.494816,WorkArea,OFF
2011-06-15,00:07:04.424704,WorkArea,ON
2011-06-15,00:07:04.634652,WorkArea,ON
2011-06-15,00:07:05.790389,WorkArea,OFF
2011-06-15,00:07:07.40954,WorkArea,ON
2011-06-15,00:07:08.20924,WorkArea,OFF
2011-06-15,00:07:09.686471,WorkArea,OFF
2011-06-15,00:07:10.258897,WorkArea,ON
2011-06-15,00:07:11.918518,WorkArea,OFF
2011-06-15,00:07:16.84856,WorkArea,ON
2011-06-15,00:07:18.313398,WorkArea,ON
2011-06-15,00:07:19.426272,WorkArea,OFF
2011-06-15,00:07:19.599578,WorkArea,OFF
2011-06-15,00:07:20.75023,WorkArea,ON
2011-06-15,00:07:22.308872,WorkArea,ON
2011-06-15,00:07:24.150747,WorkArea,OFF
2011-06-15,00:07:24.670866,WorkArea,ON
2011-06-15,00:07:26.717949,WorkArea,OFF
2011-06-15,00:07:28.410519,WorkArea,OFF
2011-06-15,00:07:36.329001,WorkArea,ON
2011-06-15,00:07:36.511588,WorkArea,ON
2011-06-15,00:07:39.70377,WorkArea,OFF
2011-06-15,00:07:40.439637,WorkArea,OFF
2011-06-15,00:07:42.804059,WorkArea,ON
2011-06-15,00:07:43.945313,WorkArea,OFF
2011-06-15,00:07:47.130244,WorkArea,ON
2011-06-15,00:07:47.38039,WorkArea,ON
2011-06-15,00:07:48.241939,WorkArea,OFF
2011-06-15,00:07:49.024783,WorkArea,OFF
2011-06-15,00:08:09.322134,WorkArea,ON
2011-06-15,00:08:09.980637,WorkArea,ON
2011-06-15,00:08:10.990165,WorkArea,OFF
2011-06-15,00:08:11.918723,WorkArea,ON
2011-06-15,00:08:12.645274,WorkArea,OFF
2011-06-15,00:08:13.615283,WorkArea,OFF
2011-06-15,00:08:14.860804,WorkArea,ON
2011-06-15,00:08:16.533264,WorkArea,OFF
2011-06-15,00:08:17.311821,WorkArea,ON
2011-06-15,00:08:20.103643,WorkArea,OFF
2011-06-15,00:08:22.735692,WorkArea,ON
2011-06-15,00:08:22.858168,WorkArea,ON
2011-06-15,00:08:23.850192,WorkArea,OFF
2011-06-15,00:08:24.702591,WorkArea,OFF
2011-06-15,00:08:43.293684,WorkArea,ON
2011-06-15,00:08:43.952427,WorkArea,ON
2011-06-15,00:08:44.964467,WorkArea,OFF
2011-06-15,00:08:45.07873,WorkArea,OFF
2011-06-15,00:08:53.482508,WorkArea,ON
2011-06-15,00:08:54.609006,WorkArea,OFF
2011-06-15,00:09:07.736491,WorkArea,ON
2011-06-15,00:09:09.297748,WorkArea,ON
2011-06-15,00:09:10.538523,WorkArea,OFF
2011-06-15,00:09:10.957602,WorkArea,OFF
2011-06-15,00:10:42.423682,WorkArea,ON
2011-06-15,00:10:43.535554,WorkArea,OFF
2011-06-15,00:12:07.765143,WorkArea,ON
2011-06-15,00:12:08.828101,WorkArea,OFF
2011-06-15,00:13:23.157117,WorkArea,ON
2011-06-15,00:13:24.191663,WorkArea,ON
2011-06-15,00:13:24.303848,WorkArea,OFF
2011-06-15,00:13:27.955922,WorkArea,OFF
2011-06-15,00:13:31.89992,WorkArea,ON
2011-06-15,00:13:32.568217,WorkArea,ON
2011-06-15,00:13:33.574003,WorkArea,OFF
2011-06-15,00:13:34.409295,WorkArea,OFF
2011-06-15,00:13:48.88369,WorkArea,ON
2011-06-15,00:13:49.974172,WorkArea,OFF
2011-06-15,00:13:50.631037,WorkArea,ON
2011-06-15,00:13:51.813526,WorkArea,OFF
2011-06-15,00:13:52.335263,WorkArea,ON
2011-06-15,00:13:53.44129,WorkArea,OFF
2011-06-15,00:14:09.864517,WorkArea,ON
2011-06-15,00:14:10.551437,WorkArea,ON
2011-06-15,00:14:10.972269,WorkArea,OFF
2011-06-15,00:14:11.636347,WorkArea,OFF
2011-06-15,00:14:14.383269,WorkArea,ON
2011-06-15,00:14:16.011032,WorkArea,ON
2011-06-15,00:14:16.39641,WorkArea,OFF
2011-06-15,00:14:17.1042,WorkArea,ON
2011-06-15,00:14:17.924093,WorkArea,ON
2011-06-15,00:14:18.21073,WorkArea,OFF
2011-06-15,00:14:18.491125,WorkArea,OFF
2011-06-15,00:14:19.187902,WorkArea,ON
2011-06-15,00:14:20.328544,WorkArea,OFF
