0,1,2,3
-702.2131147540983,135.77067390853222,13.0,19451.130268498902
-682.1475409836065,138.80991083641058,13.0,17862.747327484994
-692.0655737704918,163.33199307660365,13.0,18681.12603215188
-728.1475409836065,237.45693905167164,12.0,22021.078612769736
-722.4754098360655,237.69801798916956,12.0,21522.818409902222
-727.3,243.5029294827203,11.0,19055.027378196806
-728.1,244.26356666519055,11.0,19213.215723042118
-678.8032786885246,186.30380790984714,14.0,22144.03065996454
-699.8524590163935,193.4611272061002,13.0,22917.370286508612
-715.8196721311475,184.6491141346532,13.0,23342.946372621533
-716.0491803278688,184.0409279347011,14.0,19465.83514517889
-726.2786885245902,189.16599797987652,13.0,19395.714963129056
-730.1,191.17842451490176,12.0,17995.619185642478
-770.016393442623,268.54510820547654,13.0,27440.541632214936
-801.688524590164,312.41510537270165,14.0,32765.768563023776
-836.05,337.5414258526895,12.0,32614.103776463366
-857.5,345.3542384277338,12.0,34657.17368162565
-867.8833333333333,338.54995159093176,11.0,33814.169069696756
-872.1166666666667,334.60748605227326,11.0,34170.3191605198
-858.9,337.83816145209727,10.0,33162.98164059685
-845.4333333333333,344.8672385458239,10.0,33573.31105348327
-852.8,339.63327281054194,9.0,33298.61464485638
-881.2833333333333,320.036929726694,8.0,34108.765192690946
-742.639344262295,279.3285880309663,13.0,28915.224924075632
-726.0819672131148,268.7381134287521,12.0,29014.597367168542
-718.2,265.08179869617607,12.0,25131.564381056392
-715.25,262.64707784401486,11.0,25912.518684820658
-707.7666666666667,253.38806645582628,11.0,26426.598215979295
-693.15,233.05091181971378,10.0,26524.154568865142
-674.2833333333333,209.18094971154093,11.0,27170.715382302147
-666.45,203.20953266681823,12.0,28156.19750776638
-725.6229508196722,173.7635631158112,13.0,14790.927713834737
-723.7377049180328,171.5754292508151,14.0,14959.68399740032
-736.7,175.90975906223431,13.0,13153.233703989661
-751.7,180.91271375997874,13.0,14309.053489978132
-737.35,149.5198788344435,13.0,12828.139717855374
-745.7166666666667,150.86562361548403,13.0,12525.8058056984
-744.5081967213115,171.42819774469453,14.0,12510.415163507363
-730.8333333333334,166.9588938098903,14.0,11915.222419857972
-718.7,164.82074100872944,14.0,11794.492364030144
-699.1666666666666,156.96264594553134,13.0,11905.695207495424
-682.9333333333333,146.03696640082455,14.0,11941.616812565231
-678.4833333333333,142.5699233904387,13.0,11922.2449763844
-680.1166666666667,143.42234735989445,12.0,11772.870120314681
-756.7704918032787,73.83641498912752,13.0,9105.536062135297
-767.5833333333334,83.66984555713937,13.0,7738.323087028644
-775.6833333333333,92.56736135857437,13.0,8316.2176745951
-783.2333333333333,94.91757242763617,12.0,9520.816131575953
-790.5333333333333,96.55421044965131,13.0,9750.095913458563
-792.9166666666666,96.99953464951376,13.0,10231.845491049799
-786.0655737704918,167.21762289004906,14.0,11282.640108473572
-776.0166666666667,168.81809654839208,15.0,10759.12964822696
-763.9333333333333,171.96897653032914,14.0,11505.65004771077
-752.5166666666667,174.85274677726844,14.0,12448.014143289269
-743.4833333333333,174.29003525413862,14.0,12632.136166637101
-729.9666666666667,171.00857353425945,14.0,12718.033017748765
-817.0491803278688,151.06186185098315,17.0,15103.620980480999
-837.8524590163935,143.45123533864302,17.0,14453.028798338011
-852.3166666666667,139.89287468948834,16.0,13679.224819320641
-868.0,136.47698218625246,18.0,13421.021990514344
-878.95,132.72734269923438,17.0,12505.045366977693
-931.7049180327868,68.9455342797808,18.0,8057.955861002133
-936.4918032786885,74.62597951155927,18.0,8527.645149687465
-940.4262295081967,82.13053564773209,17.0,9700.41479409258
-937.0333333333333,79.38114105727855,16.0,8884.041545716718
-935.0333333333333,77.7236486248269,16.0,8750.737124643882
-929.1833333333333,79.10509711067226,16.0,8563.4364477133
-919.3333333333334,91.51023015063518,15.0,8758.485517018486
-98.32786885245902,317.2103155720102,17.0,31216.450216068555
-140.7,284.704718377948,16.0,26338.461503826933
-184.16666666666666,291.6547140408024,16.0,27206.79971854703
-238.96666666666667,358.05637203596245,16.0,34911.789982021095
-308.53333333333336,395.06381200453626,15.0,44686.53921558391
-350.1,408.2536262341504,16.0,48552.66816129945
92.06557377049181,166.0677196307558,13.0,22334.61565396626
59.14754098360656,220.42744139553665,13.0,26579.55921129811
30.033333333333335,258.5982705966062,12.0,27436.833358433123
-48.46666666666667,405.70898711049307,11.0,36318.36066176011
-124.96666666666667,487.119901963458,10.0,48909.30196628103
-173.46666666666667,503.85746882316715,11.0,50278.023141676014
-162.5737704918033,224.81514876736304,13.0,29562.538099044563
-226.8360655737705,303.2487579382274,13.0,37504.337249991404
-279.1666666666667,357.9000869268157,14.0,41873.492783386966
-328.9166666666667,410.27914447225913,14.0,49552.73124610727
70.45901639344262,193.43686848901322,14.0,36687.03102094872
46.31147540983606,237.84107801829592,15.0,34533.36896762191
9.180327868852459,351.5823951744652,15.0,37120.797350065404
-22.533333333333335,433.1176694104681,14.0,37323.625648580004
-692.8852459016393,371.2707066968374,12.0,41494.44086658516
-685.7213114754098,371.91106512914234,13.0,41439.26904171377
-699.7049180327868,364.1092136763497,13.0,41442.379090032424
-705.0666666666667,367.45062555698854,13.0,33043.81352914422
-701.5666666666667,364.7714063477137,13.0,34050.449209631275
-674.4833333333333,338.10907962109246,12.0,33764.91254710984
-653.5245901639345,313.6405275835137,14.0,33006.717901265816
